timestamp,agent_id,question_id,question,response,response_num
2025-10-22T17:33:48.887812+00:00,A025,E10,Am quiet around strangers.,Moderately Accurate,4
2025-10-22T17:33:49.786245+00:00,A025,C1,Am always prepared.,Moderately Accurate,4
2025-10-22T17:33:50.338379+00:00,A025,C2,Leave my belongings around.,Very Inaccurate,1
2025-10-22T17:33:51.124949+00:00,A025,C3,Pay attention to details.,Moderately Accurate,4
2025-10-22T17:33:52.033330+00:00,A025,C4,Make a mess of things.,Very Inaccurate,1
2025-10-22T17:33:52.835761+00:00,A025,C5,Get chores done right away.,Moderately Accurate,4
2025-10-22T17:33:53.571504+00:00,A025,C6,Often forget to put things back in their proper place.,Moderately Accurate,4
2025-10-22T17:33:55.406589+00:00,A025,C7,Like order.,Moderately Accurate,4
2025-10-22T17:33:55.922380+00:00,A025,C8,Shirk my duties.,Very Inaccurate,1
2025-10-22T17:33:56.677973+00:00,A025,C9,Follow a schedule.,Moderately Accurate,4
2025-10-22T17:33:57.183601+00:00,A025,C10,Am exacting in my work.,Moderately Accurate,4
2025-10-22T17:33:57.607402+00:00,A026,A1,Feel little concern for others.,Very Inaccurate,1
2025-10-22T17:33:58.070885+00:00,A026,A2,Am interested in people.,Very Accurate,5
2025-10-22T17:33:59.225295+00:00,A026,A3,Insult people.,Very Inaccurate,1
2025-10-22T17:33:59.859520+00:00,A026,A4,Sympathize with others' feelings.,Very Accurate,5
2025-10-22T17:34:00.290040+00:00,A026,A5,Am not interested in other people's problems.,Very Inaccurate,1
2025-10-22T17:34:00.608614+00:00,A026,A6,Have a soft heart.,Very Accurate,5
2025-10-22T17:34:01.157570+00:00,A026,A7,Am not really interested in others.,Very Inaccurate,1
2025-10-22T17:34:01.668550+00:00,A026,A8,Take time out for others.,Very Accurate,5
2025-10-22T17:34:02.037094+00:00,A026,A9,Feel others' emotions.,Very Accurate,5
2025-10-22T17:34:02.430469+00:00,A026,A10,Make people feel at ease.,Very Accurate,5
2025-10-22T17:34:02.835318+00:00,A026,O1,Have a rich vocabulary.,Very Accurate,5
2025-10-22T17:34:03.191383+00:00,A026,O2,Have difficulty understanding abstract ideas.,Very Inaccurate,1
2025-10-22T17:34:03.689039+00:00,A026,O3,Have a vivid imagination.,Very Accurate,5
2025-10-22T17:34:04.244277+00:00,A026,O4,Am not interested in abstract ideas.,Very Inaccurate,1
2025-10-22T17:34:05.254351+00:00,A026,O5,Have excellent ideas.,Very Accurate,5
2025-10-22T17:34:05.773486+00:00,A026,O6,Do not have a good imagination.,Very Inaccurate,1
2025-10-22T17:34:06.149090+00:00,A026,O7,Am quick to understand things.,Very Accurate,5
2025-10-22T17:34:06.682288+00:00,A026,O8,Use difficult words.,Very Inaccurate,1
2025-10-22T17:34:07.252465+00:00,A026,O9,Spend time reflecting on things.,Very Accurate,5
2025-10-22T17:34:09.021112+00:00,A026,O10,Am full of ideas.,Very Accurate,5
2025-10-22T17:34:09.552111+00:00,A026,N1,Get stressed out easily.,Moderately Accurate,4
2025-10-22T17:34:09.886265+00:00,A026,N2,Am relaxed most of the time.,Very Accurate,5
2025-10-22T17:34:10.480920+00:00,A026,N3,Worry about things.,Moderately Accurate,4
2025-10-22T17:34:11.155891+00:00,A026,N4,Seldom feel blue.,Moderately Accurate,4
2025-10-22T17:34:12.551814+00:00,A026,N5,Am easily disturbed.,Moderately Inaccurate,2
2025-10-22T17:34:13.375838+00:00,A026,N6,Get upset easily.,Moderately Inaccurate,2
2025-10-22T17:34:13.823335+00:00,A026,N7,Change my mood a lot.,Moderately Accurate,4
2025-10-22T17:34:14.170473+00:00,A026,N8,Have frequent mood swings.,Moderately Inaccurate,2
2025-10-22T17:34:14.513402+00:00,A026,N9,Get irritated easily.,Very Inaccurate,1
2025-10-22T17:34:14.888066+00:00,A026,N10,Often feel blue.,Moderately Accurate,4
2025-10-22T17:34:15.504822+00:00,A026,E1,Am the life of the party.,Moderately Accurate,4
2025-10-22T17:34:15.916289+00:00,A026,E2,Don't talk a lot.,Very Inaccurate,1
2025-10-22T17:34:17.451801+00:00,A026,E3,Feel comfortable around people.,Very Accurate,5
2025-10-22T17:34:18.174251+00:00,A026,E4,Keep in the background.,Neither Accurate Nor Inaccurate,3
2025-10-22T17:34:18.715828+00:00,A026,E5,Start conversations.,Very Accurate,5
2025-10-22T17:34:19.283938+00:00,A026,E6,Have little to say.,Very Inaccurate,1
2025-10-22T17:34:19.877602+00:00,A026,E7,Talk to a lot of different people at parties.,Very Accurate,5
2025-10-22T17:34:20.274757+00:00,A026,E8,Don't like to draw attention to myself.,Moderately Accurate,4
2025-10-22T17:34:20.938396+00:00,A026,E9,Don't mind being the center of attention.,Moderately Accurate,4
2025-10-22T17:34:21.624579+00:00,A026,E10,Am quiet around strangers.,Moderately Accurate,4
2025-10-22T17:34:22.243624+00:00,A026,C1,Am always prepared.,Moderately Accurate,4
2025-10-22T17:34:22.730550+00:00,A026,C2,Leave my belongings around.,Very Inaccurate,1
2025-10-22T17:34:23.308815+00:00,A026,C3,Pay attention to details.,Moderately Accurate,4
2025-10-22T17:34:23.785163+00:00,A026,C4,Make a mess of things.,Very Inaccurate,1
2025-10-22T17:34:24.218710+00:00,A026,C5,Get chores done right away.,Moderately Accurate,4
2025-10-22T17:34:25.330068+00:00,A026,C6,Often forget to put things back in their proper place.,Moderately Inaccurate,2
2025-10-22T17:34:26.248696+00:00,A026,C7,Like order.,Moderately Accurate,4
2025-10-22T17:34:26.832815+00:00,A026,C8,Shirk my duties.,Very Inaccurate,1
2025-10-22T17:34:27.405818+00:00,A026,C9,Follow a schedule.,Moderately Accurate,4
2025-10-22T17:34:28.012104+00:00,A026,C10,Am exacting in my work.,Moderately Accurate,4
2025-10-22T17:34:28.566748+00:00,A027,A1,Feel little concern for others.,Very Inaccurate,1
2025-10-22T17:34:29.191677+00:00,A027,A2,Am interested in people.,Very Inaccurate,1
2025-10-22T17:34:29.935792+00:00,A027,A3,Insult people.,Very Inaccurate,1
2025-10-22T17:34:30.667216+00:00,A027,A4,Sympathize with others' feelings.,Very Accurate,5
2025-10-22T17:34:31.137384+00:00,A027,A5,Am not interested in other people's problems.,Very Inaccurate,1
2025-10-22T17:34:31.455028+00:00,A027,A6,Have a soft heart.,Very Accurate,5
2025-10-22T17:34:32.098647+00:00,A027,A7,Am not really interested in others.,Very Inaccurate,1
2025-10-22T17:34:32.515651+00:00,A027,A8,Take time out for others.,Very Accurate,5
2025-10-22T17:34:33.206763+00:00,A027,A9,Feel others' emotions.,Moderately Accurate,4
2025-10-22T17:34:33.598862+00:00,A027,A10,Make people feel at ease.,Very Accurate,5
2025-10-22T17:34:34.557073+00:00,A027,O1,Have a rich vocabulary.,Moderately Inaccurate,2
2025-10-22T17:34:35.074307+00:00,A027,O2,Have difficulty understanding abstract ideas.,Very Inaccurate,1
2025-10-22T17:34:35.468980+00:00,A027,O3,Have a vivid imagination.,Moderately Inaccurate,2
2025-10-22T17:34:35.800482+00:00,A027,O4,Am not interested in abstract ideas.,Very Accurate,5
2025-10-22T17:34:36.400439+00:00,A027,O5,Have excellent ideas.,Moderately Inaccurate,2
2025-10-22T17:34:36.867767+00:00,A027,O6,Do not have a good imagination.,Very Accurate,5
2025-10-22T17:34:37.402189+00:00,A027,O7,Am quick to understand things.,Moderately Accurate,4
2025-10-22T17:34:37.881175+00:00,A027,O8,Use difficult words.,Very Inaccurate,1
2025-10-22T17:34:38.247960+00:00,A027,O9,Spend time reflecting on things.,Moderately Accurate,4
2025-10-22T17:34:38.865146+00:00,A027,O10,Am full of ideas.,Moderately Inaccurate,2
2025-10-22T17:34:39.287307+00:00,A027,N1,Get stressed out easily.,Very Inaccurate,1
2025-10-22T17:34:39.685575+00:00,A027,N2,Am relaxed most of the time.,Very Accurate,5
2025-10-22T17:34:42.118650+00:00,A027,N3,Worry about things.,Very Inaccurate,1
2025-10-22T17:34:43.033792+00:00,A027,N4,Seldom feel blue.,Moderately Accurate,4
2025-10-22T17:34:43.475302+00:00,A027,N5,Am easily disturbed.,Very Inaccurate,1
2025-10-22T17:34:43.930619+00:00,A027,N6,Get upset easily.,Very Inaccurate,1
2025-10-22T17:34:44.593431+00:00,A027,N7,Change my mood a lot.,Very Inaccurate,1
2025-10-22T17:34:45.088509+00:00,A027,N8,Have frequent mood swings.,Very Inaccurate,1
2025-10-22T17:34:45.802059+00:00,A027,N9,Get irritated easily.,Very Inaccurate,1
2025-10-22T17:34:46.175468+00:00,A027,N10,Often feel blue.,Very Inaccurate,1
2025-10-22T17:34:46.541708+00:00,A027,E1,Am the life of the party.,Very Inaccurate,1
2025-10-22T17:34:47.471568+00:00,A027,E2,Don't talk a lot.,Very Accurate,5
2025-10-22T17:34:48.029619+00:00,A027,E3,Feel comfortable around people.,Very Inaccurate,1
2025-10-22T17:34:48.865183+00:00,A027,E4,Keep in the background.,Very Inaccurate,1
2025-10-22T17:34:49.651192+00:00,A027,E5,Start conversations.,Very Inaccurate,1
2025-10-22T17:34:50.131447+00:00,A027,E6,Have little to say.,Very Inaccurate,1
2025-10-22T17:34:50.663860+00:00,A027,E7,Talk to a lot of different people at parties.,Very Inaccurate,1
2025-10-22T17:34:51.015802+00:00,A027,E8,Don't like to draw attention to myself.,Very Accurate,5
2025-10-22T17:34:55.355228+00:00,A027,E9,Don't mind being the center of attention.,Very Inaccurate,1
2025-10-22T17:34:55.677673+00:00,A027,E10,Am quiet around strangers.,Very Accurate,5
2025-10-22T17:34:56.091271+00:00,A027,C1,Am always prepared.,Moderately Accurate,4
2025-10-22T17:34:56.547078+00:00,A027,C2,Leave my belongings around.,Very Inaccurate,1
2025-10-22T17:34:56.936227+00:00,A027,C3,Pay attention to details.,Moderately Accurate,4
2025-10-22T17:34:57.678608+00:00,A027,C4,Make a mess of things.,Very Inaccurate,1
2025-10-22T17:34:58.261667+00:00,A027,C5,Get chores done right away.,Moderately Accurate,4
2025-10-22T17:34:58.616056+00:00,A027,C6,Often forget to put things back in their proper place.,Moderately Accurate,4
2025-10-22T17:34:59.308476+00:00,A027,C7,Like order.,Moderately Accurate,4
2025-10-22T17:34:59.658259+00:00,A027,C8,Shirk my duties.,Very Inaccurate,1
2025-10-22T17:35:00.044737+00:00,A027,C9,Follow a schedule.,Moderately Accurate,4
2025-10-22T17:35:00.443420+00:00,A027,C10,Am exacting in my work.,Very Accurate,5
2025-10-22T17:35:00.943794+00:00,A028,A1,Feel little concern for others.,Very Inaccurate,1
2025-10-22T17:35:01.555937+00:00,A028,A2,Am interested in people.,Very Accurate,5
2025-10-22T17:35:01.928271+00:00,A028,A3,Insult people.,Very Inaccurate,1
2025-10-22T17:35:03.022977+00:00,A028,A4,Sympathize with others' feelings.,Very Accurate,5
2025-10-22T17:35:03.630626+00:00,A028,A5,Am not interested in other people's problems.,Very Inaccurate,1
2025-10-22T17:35:04.218507+00:00,A028,A6,Have a soft heart.,Very Accurate,5
2025-10-22T17:35:04.616070+00:00,A028,A7,Am not really interested in others.,Very Inaccurate,1
2025-10-22T17:35:05.045496+00:00,A028,A8,Take time out for others.,Very Accurate,5
2025-10-22T17:35:05.862754+00:00,A028,A9,Feel others' emotions.,Very Accurate,5
2025-10-22T17:35:07.364970+00:00,A028,A10,Make people feel at ease.,Very Accurate,5
2025-10-22T17:35:07.934776+00:00,A028,O1,Have a rich vocabulary.,Very Accurate,5
2025-10-22T17:35:08.671385+00:00,A028,O2,Have difficulty understanding abstract ideas.,Very Inaccurate,1
2025-10-22T17:35:08.971629+00:00,A028,O3,Have a vivid imagination.,Very Accurate,5
2025-10-22T17:35:09.287746+00:00,A028,O4,Am not interested in abstract ideas.,Very Inaccurate,1
2025-10-22T17:35:09.661063+00:00,A028,O5,Have excellent ideas.,Very Accurate,5
2025-10-22T17:35:09.998005+00:00,A028,O6,Do not have a good imagination.,Very Inaccurate,1
2025-10-22T17:35:10.364733+00:00,A028,O7,Am quick to understand things.,Very Accurate,5
2025-10-22T17:35:10.712636+00:00,A028,O8,Use difficult words.,Very Inaccurate,1
2025-10-22T17:35:11.323201+00:00,A028,O9,Spend time reflecting on things.,Very Accurate,5
2025-10-22T17:35:12.153649+00:00,A028,O10,Am full of ideas.,Very Accurate,5
2025-10-22T17:35:12.865084+00:00,A028,N1,Get stressed out easily.,Very Inaccurate,1
2025-10-22T17:35:13.198461+00:00,A028,N2,Am relaxed most of the time.,Very Accurate,5
2025-10-22T17:35:13.539107+00:00,A028,N3,Worry about things.,Very Inaccurate,1
2025-10-22T17:35:14.067136+00:00,A028,N4,Seldom feel blue.,Very Accurate,5
2025-10-22T17:35:14.958869+00:00,A028,N5,Am easily disturbed.,Very Inaccurate,1
2025-10-22T17:35:15.667966+00:00,A028,N6,Get upset easily.,Very Inaccurate,1
2025-10-22T17:35:16.204647+00:00,A028,N7,Change my mood a lot.,Very Inaccurate,1
2025-10-22T17:35:16.906217+00:00,A028,N8,Have frequent mood swings.,Very Inaccurate,1
2025-10-22T17:35:17.397041+00:00,A028,N9,Get irritated easily.,Very Inaccurate,1
2025-10-22T17:35:17.791850+00:00,A028,N10,Often feel blue.,Very Inaccurate,1
2025-10-22T17:35:18.509346+00:00,A028,E1,Am the life of the party.,Very Accurate,5
2025-10-22T17:35:19.318956+00:00,A028,E2,Don't talk a lot.,Very Inaccurate,1
2025-10-22T17:35:19.694003+00:00,A028,E3,Feel comfortable around people.,Very Accurate,5
2025-10-22T17:35:21.181132+00:00,A028,E4,Keep in the background.,Very Inaccurate,1
2025-10-22T17:35:21.600067+00:00,A028,E5,Start conversations.,Very Accurate,5
2025-10-22T17:35:22.087549+00:00,A028,E6,Have little to say.,Very Inaccurate,1
2025-10-22T17:35:22.687237+00:00,A028,E7,Talk to a lot of different people at parties.,Very Accurate,5
2025-10-22T17:35:23.282295+00:00,A028,E8,Don't like to draw attention to myself.,Very Inaccurate,1
2025-10-22T17:35:23.765340+00:00,A028,E9,Don't mind being the center of attention.,Very Accurate,5
2025-10-22T17:35:24.287205+00:00,A028,E10,Am quiet around strangers.,Very Inaccurate,1
2025-10-22T17:35:24.794661+00:00,A028,C1,Am always prepared.,Very Accurate,5
2025-10-22T17:35:25.362398+00:00,A028,C2,Leave my belongings around.,Very Inaccurate,1
2025-10-22T17:35:25.817227+00:00,A028,C3,Pay attention to details.,Very Accurate,5
2025-10-22T17:35:26.280099+00:00,A028,C4,Make a mess of things.,Very Inaccurate,1
2025-10-22T17:35:26.689443+00:00,A028,C5,Get chores done right away.,Very Accurate,5
2025-10-22T17:35:27.086143+00:00,A028,C6,Often forget to put things back in their proper place.,Very Inaccurate,1
2025-10-22T17:35:27.663774+00:00,A028,C7,Like order.,Very Accurate,5
2025-10-22T17:35:28.082112+00:00,A028,C8,Shirk my duties.,Very Inaccurate,1
2025-10-22T17:35:28.531665+00:00,A028,C9,Follow a schedule.,Very Accurate,5
2025-10-22T17:35:29.080276+00:00,A028,C10,Am exacting in my work.,Very Accurate,5
2025-10-22T17:35:29.817648+00:00,A029,A1,Feel little concern for others.,Very Inaccurate,1
2025-10-22T17:35:32.965638+00:00,A029,A2,Am interested in people.,Very Accurate,5
2025-10-22T17:35:33.882313+00:00,A029,A3,Insult people.,Very Inaccurate,1
2025-10-22T17:35:34.588619+00:00,A029,A4,Sympathize with others' feelings.,Very Accurate,5
2025-10-22T17:35:35.453634+00:00,A029,A5,Am not interested in other people's problems.,Very Inaccurate,1
2025-10-22T17:35:35.888200+00:00,A029,A6,Have a soft heart.,Very Accurate,5
2025-10-22T17:35:36.302918+00:00,A029,A7,Am not really interested in others.,Very Inaccurate,1
2025-10-22T17:35:36.782951+00:00,A029,A8,Take time out for others.,Very Accurate,5
2025-10-22T17:35:37.231972+00:00,A029,A9,Feel others' emotions.,Very Accurate,5
2025-10-22T17:35:37.802855+00:00,A029,A10,Make people feel at ease.,Very Accurate,5
2025-10-22T17:35:38.558980+00:00,A029,O1,Have a rich vocabulary.,Very Accurate,5
2025-10-22T17:35:39.160221+00:00,A029,O2,Have difficulty understanding abstract ideas.,Very Inaccurate,1
2025-10-22T17:35:39.739461+00:00,A029,O3,Have a vivid imagination.,Very Accurate,5
2025-10-22T17:35:40.224956+00:00,A029,O4,Am not interested in abstract ideas.,Very Inaccurate,1
2025-10-22T17:35:40.724717+00:00,A029,O5,Have excellent ideas.,Very Accurate,5
2025-10-22T17:35:41.271100+00:00,A029,O6,Do not have a good imagination.,Very Inaccurate,1
2025-10-22T17:35:42.011381+00:00,A029,O7,Am quick to understand things.,Very Accurate,5
2025-10-22T17:35:42.662641+00:00,A029,O8,Use difficult words.,Very Inaccurate,1
2025-10-22T17:35:43.272155+00:00,A029,O9,Spend time reflecting on things.,Very Accurate,5
2025-10-22T17:35:43.818261+00:00,A029,O10,Am full of ideas.,Very Accurate,5
2025-10-22T17:35:44.280932+00:00,A029,N1,Get stressed out easily.,Very Inaccurate,1
2025-10-22T17:35:47.223441+00:00,A029,N2,Am relaxed most of the time.,Very Accurate,5
2025-10-22T17:35:48.396908+00:00,A029,N3,Worry about things.,Very Inaccurate,1
2025-10-22T17:35:49.713795+00:00,A029,N4,Seldom feel blue.,Very Accurate,5
2025-10-22T17:35:50.293506+00:00,A029,N5,Am easily disturbed.,Very Inaccurate,1
2025-10-22T17:35:51.147919+00:00,A029,N6,Get upset easily.,Very Inaccurate,1
2025-10-22T17:35:51.664197+00:00,A029,N7,Change my mood a lot.,Very Inaccurate,1
2025-10-22T17:35:52.123230+00:00,A029,N8,Have frequent mood swings.,Very Inaccurate,1
2025-10-22T17:35:53.817863+00:00,A029,N9,Get irritated easily.,Very Inaccurate,1
2025-10-22T17:35:54.381308+00:00,A029,N10,Often feel blue.,Very Inaccurate,1
2025-10-22T17:35:55.107847+00:00,A029,E1,Am the life of the party.,Very Inaccurate,1
2025-10-22T17:35:55.751179+00:00,A029,E2,Don't talk a lot.,Very Inaccurate,1
2025-10-22T17:35:56.266712+00:00,A029,E3,Feel comfortable around people.,Very Accurate,5
2025-10-22T17:35:56.942581+00:00,A029,E4,Keep in the background.,Very Inaccurate,1
2025-10-22T17:35:57.438460+00:00,A029,E5,Start conversations.,Very Accurate,5
2025-10-22T17:35:58.261202+00:00,A029,E6,Have little to say.,Very Inaccurate,1
2025-10-22T17:35:59.008841+00:00,A029,E7,Talk to a lot of different people at parties.,Moderately Inaccurate,2
2025-10-22T17:35:59.771936+00:00,A029,E8,Don't like to draw attention to myself.,Very Accurate,5
2025-10-22T17:36:00.654121+00:00,A029,E9,Don't mind being the center of attention.,Very Inaccurate,1
2025-10-22T17:36:01.209564+00:00,A029,E10,Am quiet around strangers.,Moderately Accurate,4
2025-10-22T17:36:01.690701+00:00,A029,C1,Am always prepared.,Very Accurate,5
2025-10-22T17:36:02.148425+00:00,A029,C2,Leave my belongings around.,Very Inaccurate,1
2025-10-22T17:36:02.614481+00:00,A029,C3,Pay attention to details.,Very Accurate,5
2025-10-22T17:36:03.249360+00:00,A029,C4,Make a mess of things.,Very Inaccurate,1
2025-10-22T17:36:04.078758+00:00,A029,C5,Get chores done right away.,Moderately Accurate,4
2025-10-22T17:36:04.618465+00:00,A029,C6,Often forget to put things back in their proper place.,Very Inaccurate,1
2025-10-22T17:36:05.390602+00:00,A029,C7,Like order.,Very Accurate,5
2025-10-22T17:36:05.992274+00:00,A029,C8,Shirk my duties.,Very Inaccurate,1
2025-10-22T17:36:07.225394+00:00,A029,C9,Follow a schedule.,Moderately Accurate,4
2025-10-22T17:36:08.139324+00:00,A029,C10,Am exacting in my work.,Very Accurate,5
2025-10-22T17:36:08.890900+00:00,A030,A1,Feel little concern for others.,Very Inaccurate,1
2025-10-22T17:36:09.517398+00:00,A030,A2,Am interested in people.,Very Accurate,5
2025-10-22T17:36:10.104818+00:00,A030,A3,Insult people.,Very Inaccurate,1
2025-10-22T17:36:10.866825+00:00,A030,A4,Sympathize with others' feelings.,Very Accurate,5
2025-10-22T17:36:11.342194+00:00,A030,A5,Am not interested in other people's problems.,Very Inaccurate,1
2025-10-22T17:36:11.818998+00:00,A030,A6,Have a soft heart.,Very Accurate,5
2025-10-22T17:36:12.209946+00:00,A030,A7,Am not really interested in others.,Very Inaccurate,1
2025-10-22T17:36:12.930045+00:00,A030,A8,Take time out for others.,Very Accurate,5
2025-10-22T17:36:13.433896+00:00,A030,A9,Feel others' emotions.,Very Accurate,5
2025-10-22T17:36:13.864637+00:00,A030,A10,Make people feel at ease.,Very Accurate,5
2025-10-22T17:36:14.382011+00:00,A030,O1,Have a rich vocabulary.,Very Accurate,5
2025-10-22T17:36:15.053084+00:00,A030,O2,Have difficulty understanding abstract ideas.,Very Inaccurate,1
2025-10-22T17:36:15.464970+00:00,A030,O3,Have a vivid imagination.,Very Accurate,5
2025-10-22T17:36:16.053848+00:00,A030,O4,Am not interested in abstract ideas.,Very Inaccurate,1
2025-10-22T17:36:16.494687+00:00,A030,O5,Have excellent ideas.,Very Accurate,5
2025-10-22T17:36:17.162110+00:00,A030,O6,Do not have a good imagination.,Very Inaccurate,1
2025-10-22T17:36:17.698420+00:00,A030,O7,Am quick to understand things.,Very Accurate,5
2025-10-22T17:36:18.187312+00:00,A030,O8,Use difficult words.,Moderately Inaccurate,2
2025-10-22T17:36:18.614205+00:00,A030,O9,Spend time reflecting on things.,Very Accurate,5
2025-10-22T17:36:19.981897+00:00,A030,O10,Am full of ideas.,Very Accurate,5
2025-10-22T17:36:20.439253+00:00,A030,N1,Get stressed out easily.,Moderately Accurate,4
2025-10-22T17:36:20.863867+00:00,A030,N2,Am relaxed most of the time.,Moderately Accurate,4
2025-10-22T17:36:21.445665+00:00,A030,N3,Worry about things.,Moderately Accurate,4
2025-10-22T17:36:22.022765+00:00,A030,N4,Seldom feel blue.,Moderately Accurate,4
2025-10-22T17:36:22.876396+00:00,A030,N5,Am easily disturbed.,Very Inaccurate,1
2025-10-22T17:36:24.100169+00:00,A030,N6,Get upset easily.,Moderately Inaccurate,2
2025-10-22T17:36:24.653314+00:00,A030,N7,Change my mood a lot.,Moderately Accurate,4
2025-10-22T17:36:28.372293+00:00,A030,N8,Have frequent mood swings.,Moderately Inaccurate,2
2025-10-22T17:36:28.953391+00:00,A030,N9,Get irritated easily.,Very Inaccurate,1
2025-10-22T17:36:29.431599+00:00,A030,N10,Often feel blue.,Moderately Accurate,4
2025-10-22T17:36:29.986982+00:00,A030,E1,Am the life of the party.,Moderately Inaccurate,2
2025-10-22T17:36:30.767085+00:00,A030,E2,Don't talk a lot.,Very Inaccurate,1
2025-10-22T17:36:31.347422+00:00,A030,E3,Feel comfortable around people.,Moderately Accurate,4
2025-10-22T17:36:31.928761+00:00,A030,E4,Keep in the background.,Moderately Inaccurate,2
2025-10-22T17:36:32.585018+00:00,A030,E5,Start conversations.,Moderately Accurate,4
2025-10-22T17:36:33.318143+00:00,A030,E6,Have little to say.,Very Inaccurate,1
2025-10-22T17:36:33.839608+00:00,A030,E7,Talk to a lot of different people at parties.,Moderately Inaccurate,2
2025-10-22T17:36:34.600504+00:00,A030,E8,Don't like to draw attention to myself.,Moderately Accurate,4
2025-10-22T17:36:35.648696+00:00,A030,E9,Don't mind being the center of attention.,Very Inaccurate,1
2025-10-22T17:36:36.538049+00:00,A030,E10,Am quiet around strangers.,Moderately Accurate,4
2025-10-22T17:36:37.037296+00:00,A030,C1,Am always prepared.,Very Accurate,5
2025-10-22T17:36:37.581523+00:00,A030,C2,Leave my belongings around.,Very Inaccurate,1
2025-10-22T17:36:38.131532+00:00,A030,C3,Pay attention to details.,Very Accurate,5
2025-10-22T17:36:38.623504+00:00,A030,C4,Make a mess of things.,Very Inaccurate,1
2025-10-22T17:36:39.437559+00:00,A030,C5,Get chores done right away.,Very Accurate,5
2025-10-22T17:36:40.038357+00:00,A030,C6,Often forget to put things back in their proper place.,Moderately Accurate,4
2025-10-22T17:36:40.479855+00:00,A030,C7,Like order.,Very Accurate,5
2025-10-22T17:36:41.714567+00:00,A030,C8,Shirk my duties.,Very Inaccurate,1
2025-10-22T17:36:42.185335+00:00,A030,C9,Follow a schedule.,Moderately Accurate,4
2025-10-22T17:36:42.757414+00:00,A030,C10,Am exacting in my work.,Very Accurate,5
2025-10-22T17:36:43.116296+00:00,A031,A1,Feel little concern for others.,Very Inaccurate,1
2025-10-22T17:36:43.547386+00:00,A031,A2,Am interested in people.,Very Accurate,5
2025-10-22T17:36:44.256064+00:00,A031,A3,Insult people.,Very Inaccurate,1
2025-10-22T17:36:44.835548+00:00,A031,A4,Sympathize with others' feelings.,Very Accurate,5
2025-10-22T17:36:45.432641+00:00,A031,A5,Am not interested in other people's problems.,Very Inaccurate,1
2025-10-22T17:36:45.986270+00:00,A031,A6,Have a soft heart.,Moderately Accurate,4
2025-10-22T17:36:46.771538+00:00,A031,A7,Am not really interested in others.,Very Inaccurate,1
2025-10-22T17:36:47.533509+00:00,A031,A8,Take time out for others.,Very Accurate,5
2025-10-22T17:36:48.100351+00:00,A031,A9,Feel others' emotions.,Moderately Accurate,4
2025-10-22T17:36:48.538257+00:00,A031,A10,Make people feel at ease.,Very Accurate,5
2025-10-22T17:36:48.991519+00:00,A031,O1,Have a rich vocabulary.,Very Accurate,5
2025-10-22T17:36:49.585726+00:00,A031,O2,Have difficulty understanding abstract ideas.,Very Inaccurate,1
2025-10-22T17:36:50.194125+00:00,A031,O3,Have a vivid imagination.,Moderately Accurate,4
2025-10-22T17:36:50.758618+00:00,A031,O4,Am not interested in abstract ideas.,Very Inaccurate,1
2025-10-22T17:36:51.506338+00:00,A031,O5,Have excellent ideas.,Very Accurate,5
2025-10-22T17:36:52.037292+00:00,A031,O6,Do not have a good imagination.,Very Inaccurate,1
2025-10-22T17:36:52.643160+00:00,A031,O7,Am quick to understand things.,Very Accurate,5
2025-10-22T17:36:53.272139+00:00,A031,O8,Use difficult words.,Moderately Accurate,4
2025-10-22T17:36:53.726675+00:00,A031,O9,Spend time reflecting on things.,Very Accurate,5
2025-10-22T17:36:54.780526+00:00,A031,O10,Am full of ideas.,Very Accurate,5
2025-10-22T17:36:55.350460+00:00,A031,N1,Get stressed out easily.,Moderately Inaccurate,2
2025-10-22T17:36:55.788868+00:00,A031,N2,Am relaxed most of the time.,Moderately Accurate,4
2025-10-22T17:36:56.496634+00:00,A031,N3,Worry about things.,Moderately Accurate,4
2025-10-22T17:36:57.008072+00:00,A031,N4,Seldom feel blue.,Moderately Accurate,4
2025-10-22T17:36:57.600045+00:00,A031,N5,Am easily disturbed.,Moderately Inaccurate,2
2025-10-22T17:36:58.178382+00:00,A031,N6,Get upset easily.,Moderately Inaccurate,2
2025-10-22T17:36:58.631731+00:00,A031,N7,Change my mood a lot.,Very Inaccurate,1
2025-10-22T17:36:59.328933+00:00,A031,N8,Have frequent mood swings.,Moderately Inaccurate,2
2025-10-22T17:36:59.783084+00:00,A031,N9,Get irritated easily.,Very Inaccurate,1
2025-10-22T17:37:00.272659+00:00,A031,N10,Often feel blue.,Moderately Inaccurate,2
2025-10-22T17:37:00.805532+00:00,A031,E1,Am the life of the party.,Very Inaccurate,1
2025-10-22T17:37:01.241016+00:00,A031,E2,Don't talk a lot.,Very Inaccurate,1
2025-10-22T17:37:01.662158+00:00,A031,E3,Feel comfortable around people.,Moderately Accurate,4
2025-10-22T17:37:02.257495+00:00,A031,E4,Keep in the background.,Very Inaccurate,1
2025-10-22T17:37:02.819871+00:00,A031,E5,Start conversations.,Moderately Accurate,4
2025-10-22T17:37:03.375217+00:00,A031,E6,Have little to say.,Very Inaccurate,1
2025-10-22T17:37:03.872586+00:00,A031,E7,Talk to a lot of different people at parties.,Very Inaccurate,1
2025-10-22T17:37:05.023738+00:00,A031,E8,Don't like to draw attention to myself.,Very Accurate,5
2025-10-22T17:37:05.524854+00:00,A031,E9,Don't mind being the center of attention.,Very Inaccurate,1
